Stock Symbol,Company Name,ISIN Code,Action,Quantity,Transaction Price,Brokerage,Transaction Charges,StampDuty,Segment,STT Paid/Not Paid,Remarks,Transaction Date,Exchange,
ABAHOL,ABANS FINANCIAL SERVICES LTD,INE00ZE01026,Sell,1,273.00,2.42,0.01,0.00,TT,STT Paid,icicidirect,23-Dec-2022,NSE,
ADAENT,ADANI ENTERPRISES LIMITED,INE423A01024,Buy,2,2830.00,29.53,0.19,0.00,Rolling,STT Paid,icicidirect,11-Aug-2022,NSE,
ADAENT,ADANI ENTERPRISES LIMITED,INE423A01024,Sell,2,2834.95,29.53,0.19,0.00,Rolling,STT Paid,icicidirect,11-Aug-2022,NSE,
ADAENT,ADANI ENTERPRISES LIMITED,INE423A01024,Buy,2,1435.00,25.42,0.10,0.00,TT,STT Paid,icicidirect,03-Feb-2023,NSE,
ADAENT,ADANI ENTERPRISES LIMITED,INE423A01024,Buy,2,1635.70,28.97,0.11,0.58,TT,STT Paid,icicidirect,03-Feb-2023,NSE,
ADAENT,ADANI ENTERPRISES LIMITED,INE423A01024,Sell,2,1958.45,34.69,0.13,0.00,TT,STT Paid,icicidirect,08-Feb-2023,NSE,
ADAENT,ADANI ENTERPRISES LIMITED,INE423A01024,Sell,1,3208.00,8.34,0.09,0.00,TT,STT Paid,icicidirect,04-Apr-2024,BSE,
ADAENT,ADANI ENTERPRISES LIMITED,INE423A01024,Buy,1,2261.85,5.88,0.07,0.34,TT,STT Paid,icicidirect,12-Mar-2025,NSE,
ADAGAS,ADANI TOTAL GAS LIMITED,INE399L01023,Buy,2,652.00,11.55,0.04,0.63,TT,STT Paid,icicidirect,07-Aug-2023,NSE,
ADAGAS,ADANI TOTAL GAS LIMITED,INE399L01023,Buy,6,678.95,36.08,0.13,1.00,TT,STT Paid,icicidirect,22-Aug-2023,NSE,
ADAGAS,ADANI TOTAL GAS LIMITED,INE399L01023,Buy,1,625.00,5.54,0.02,0.00,TT,STT Paid,icicidirect,01-Sep-2023,NSE,
ADAPOR,ADANI PORT AND SPECIAL ECONO,INE742F01042,Buy,4,461.50,16.35,0.06,0.42,TT,STT Paid,icicidirect,03-Feb-2023,NSE,
ADAPOR,ADANI PORT AND SPECIAL ECONO,INE742F01042,Buy,2,482.90,8.55,0.03,0.00,TT,STT Paid,icicidirect,03-Feb-2023,NSE,
ADAPOR,ADANI PORT AND SPECIAL ECONO,INE742F01042,Sell,1,694.00,6.15,0.02,0.00,TT,STT Paid,icicidirect,09-May-2023,NSE,
ADAPOR,ADANI PORT AND SPECIAL ECONO,INE742F01042,Sell,1,711.00,6.30,0.02,0.00,TT,STT Paid,icicidirect,11-May-2023,NSE,
ADAPOR,ADANI PORT AND SPECIAL ECONO,INE742F01042,Sell,1,711.00,6.30,0.02,0.00,TT,STT Paid,icicidirect,11-May-2023,NSE,
ADAPOR,ADANI PORT AND SPECIAL ECONO,INE742F01042,Sell,1,740.00,6.55,0.02,0.00,TT,STT Paid,icicidirect,22-May-2023,NSE,
ADAPOR,ADANI PORT AND SPECIAL ECONO,INE742F01042,Sell,1,1015.05,2.64,0.03,0.00,TT,STT Paid,icicidirect,08-Dec-2023,BSE,
ADAPOR,ADANI PORT AND SPECIAL ECONO,INE742F01042,Sell,1,1335.00,3.47,0.04,0.00,TT,STT Paid,icicidirect,15-Apr-2024,BSE,
ADAPOW,ADANI POWER LIMITED,INE814H01029,Buy,18,157.00,25.02,0.07,0.00,TT,STT Paid,icicidirect,20-Feb-2023,NSE,
ADAPOW,ADANI POWER LIMITED,INE814H01029,Buy,10,31.40,2.78,0.01,0.00,TT,STT Paid,icicidirect,20-Feb-2023,NSE,
ADAPOW,ADANI POWER LIMITED,INE814H01029,Sell,5,335.00,14.83,0.05,0.00,TT,STT Paid,icicidirect,22-Aug-2023,BSE,
ADAPOW,ADANI POWER LIMITED,INE814H01029,Sell,5,335.00,14.83,0.05,0.00,TT,STT Paid,icicidirect,22-Aug-2023,BSE,
ADAPOW,ADANI POWER LIMITED,INE814H01029,Sell,3,547.50,4.27,0.05,0.00,TT,STT Paid,icicidirect,19-Dec-2023,NSE,
ADAPOW,ADANI POWER LIMITED,INE814H01029,Sell,3,614.15,4.79,0.05,0.00,TT,STT Paid,icicidirect,12-Apr-2024,BSE,
ADAPOW,ADANI POWER LIMITED,INE814H01029,Sell,1,600.00,1.56,0.02,0.00,TT,STT Paid,icicidirect,12-Apr-2024,BSE,
ADAPOW,ADANI POWER LIMITED,INE814H01029,Sell,1,738.05,1.92,0.02,0.00,TT,STT Paid,icicidirect,25-Jun-2024,BSE,
ADATRA,ADANI ENERGY SOLUTIONS LIMITED,INE931S01010,Buy,2,905.00,16.03,0.06,0.42,TT,STT Paid,icicidirect,21-Aug-2023,NSE,
ADATRA,ADANI ENERGY SOLUTIONS LIMITED,INE931S01010,Buy,2,764.85,3.98,0.05,0.23,TT,STT Paid,icicidirect,12-Mar-2025,NSE,
ADAWIL,AWL AGRI BUSINESS LIMITED,INE699H01024,Buy,20,269.90,29.53,0.15,1.00,Rolling,STT Paid,icicidirect,08-Feb-2022,NSE,
ADAWIL,AWL AGRI BUSINESS LIMITED,INE699H01024,Sell,15,826.35,39.56,0.36,0.00,Rolling,STT Paid,icicidirect,29-Apr-2022,NSE,
ADAWIL,AWL AGRI BUSINESS LIMITED,INE699H01024,Sell,5,680.20,30.12,0.10,0.00,TT,STT Paid,icicidirect,05-May-2022,NSE,
AETIND,AETHER INDUSTRIES LIMITED,INE0BWX01014,Buy,23,642.00,0.00,0.00,0.00,Rolling,STT Paid,icicidirect,01-Jun-2022,NSE,
AETIND,AETHER INDUSTRIES LIMITED,INE0BWX01014,Sell,18,776.75,90.81,0.39,0.00,Rolling,STT Paid,icicidirect,03-Jun-2022,BSE,
AETIND,AETHER INDUSTRIES LIMITED,INE0BWX01014,Sell,3,980.00,26.03,0.08,0.00,TT,STT Paid,icicidirect,19-Apr-2023,BSE,
AGRPHO,AGRO PHOS INDIA LIMITED,INE740V01019,Buy,4,73.00,2.59,0.01,0.00,Rolling,STT Paid,icicidirect,06-May-2022,NSE,
AGRPHO,AGRO PHOS INDIA LIMITED,INE740V01019,Sell,4,41.35,1.46,0.00,0.00,Rolling,STT Paid,icicidirect,24-May-2022,NSE,
AGSTRA,AGS TRANSACT TECHNOLOGIES LTD,INE583L01014,Buy,2,66.95,0.35,0.00,0.00,TT,STT Paid,icicidirect,27-Mar-2024,NSE,
AGSTRA,AGS TRANSACT TECHNOLOGIES LTD,INE583L01014,Sell,1,78.38,0.20,0.00,0.00,TT,STT Paid,icicidirect,03-Apr-2024,BSE,
AGSTRA,AGS TRANSACT TECHNOLOGIES LTD,INE583L01014,Buy,3,6.69,0.05,0.00,0.00,TT,STT Paid,icicidirect,08-Apr-2025,NSE,
AGSTRA,AGS TRANSACT TECHNOLOGIES LTD,INE583L01014,Sell,1,5.18,0.01,0.00,0.00,TT,STT Paid,icicidirect,13-Aug-2025,BSE,
AGSTRA,AGS TRANSACT TECHNOLOGIES LTD,INE583L01014,Sell,3,4.16,0.03,0.01,0.00,TT,STT Paid,icicidirect,26-Dec-2025,BSE,
AKMFIN,AKME FINTRADE INDIA LIMITED,INE916Y01027,Buy,10,11.32,0.29,0.00,0.00,TT,STT Paid,icicidirect,01-Jul-2024,BSE,
AKMFIN,AKME FINTRADE INDIA LIMITED,INE916Y01027,Buy,50,11.32,1.47,0.02,0.00,TT,STT Paid,icicidirect,01-Jul-2024,BSE,
AKMFIN,AKME FINTRADE INDIA LIMITED,INE916Y01027,Buy,20,10.14,0.53,0.01,0.00,TT,STT Paid,icicidirect,16-Jul-2024,BSE,
AKMFIN,AKME FINTRADE INDIA LIMITED,INE916Y01027,Buy,10,9.45,0.25,0.00,0.00,TT,STT Paid,icicidirect,22-Jul-2024,BSE,
AKMFIN,AKME FINTRADE INDIA LIMITED,INE916Y01027,Buy,50,11.47,1.49,0.02,0.00,TT,STT Paid,icicidirect,20-Aug-2024,BSE,
AKMFIN,AKME FINTRADE INDIA LIMITED,INE916Y01027,Buy,40,9.26,0.96,0.01,0.06,TT,STT Paid,icicidirect,13-Nov-2024,NSE,
AKMFIN,AKME FINTRADE INDIA LIMITED,INE916Y01027,Sell,1,6.93,0.02,0.00,0.00,TT,STT Paid,icicidirect,11-Aug-2025,BSE,
ANUPHA,ANUH PHARMA LTD,INE489G01022,Buy,1,88.25,0.80,0.09,0.00,TT,STT Paid,icicidirect,13-Feb-2023,BSE,
ANUPHA,ANUH PHARMA LTD,INE489G01022,Buy,1,80.40,0.73,0.08,0.00,TT,STT Paid,icicidirect,14-Mar-2023,BSE,
ANUPHA,ANUH PHARMA LTD,INE489G01022,Sell,1,95.00,0.86,0.10,0.00,TT,STT Paid,icicidirect,19-May-2023,BSE,
ANUPHA,ANUH PHARMA LTD,INE489G01022,Sell,1,108.00,0.98,0.11,0.00,TT,STT Paid,icicidirect,14-Jun-2023,BSE,
ANUPHA,ANUH PHARMA LTD,INE489G01022,Buy,10,81.00,2.11,0.03,0.12,TT,STT Paid,icicidirect,31-Dec-2025,NSE,
APOTYR,APOLLO TYRES LTD,INE438A01022,Buy,1,507.35,1.32,0.02,0.08,TT,STT Paid,icicidirect,29-Dec-2025,NSE,
ASHLEY,ASHOK LEYLAND LTD,INE208A01029,Buy,2,125.55,2.22,0.00,0.00,Rolling,STT Paid,icicidirect,17-Sep-2021,NSE,
ASHLEY,ASHOK LEYLAND LTD,INE208A01029,Buy,4,118.85,4.21,0.01,0.00,Rolling,STT Paid,icicidirect,02-Dec-2021,NSE,
ASHLEY,ASHOK LEYLAND LTD,INE208A01029,Sell,3,130.00,3.45,0.01,0.00,Rolling,STT Paid,icicidirect,26-Apr-2022,BSE,
ASHLEY,ASHOK LEYLAND LTD,INE208A01029,Sell,3,128.55,3.42,0.01,0.00,Rolling,STT Paid,icicidirect,20-May-2022,NSE,
ASIPAI,ASIAN PAINTS INDIA LTD,INE021A01026,Buy,2,2470.00,12.85,0.16,0.74,TT,STT Paid,icicidirect,13-Nov-2024,NSE,
AVESUP,AVENUE SUPERMARTS LTD DMART,INE192R01011,Buy,1,3762.00,9.79,0.12,0.63,TT,STT Paid,icicidirect,07-Jan-2026,NSE,
AVESUP,AVENUE SUPERMARTS LTD DMART,INE192R01011,Buy,1,3843.00,10.00,0.12,1.00,TT,STT Paid,icicidirect,08-Jan-2026,NSE,
BANBAN,BANDHAN BANK LIMITED,INE545U01014,Buy,1,229.00,2.03,0.01,0.03,TT,STT Paid,icicidirect,07-Aug-2023,NSE,
BANBAN,BANDHAN BANK LIMITED,INE545U01014,Buy,2,217.45,1.13,0.01,0.00,TT,STT Paid,icicidirect,20-Nov-2023,NSE,
BANBAN,BANDHAN BANK LIMITED,INE545U01014,Sell,1,244.15,0.64,0.01,0.00,TT,STT Paid,icicidirect,12-Dec-2023,NSE,
BANBAN,BANDHAN BANK LIMITED,INE545U01014,Buy,4,182.20,1.90,0.02,0.00,TT,STT Paid,icicidirect,27-Mar-2024,NSE,
BANBAN,BANDHAN BANK LIMITED,INE545U01014,Sell,1,202.40,0.53,0.01,0.00,TT,STT Paid,icicidirect,27-Jun-2024,BSE,
BANBEE,NIPPON INDIA ETF NIF BANK BEES,INF204KB15I9,Buy,2,435.82,7.72,0.03,0.13,TT,STT Paid,icicidirect,26-Oct-2023,NSE,
BANBEE,NIPPON INDIA ETF NIF BANK BEES,INF204KB15I9,Sell,1,487.20,1.27,0.02,0.00,TT,STT Paid,icicidirect,22-Dec-2023,NSE,
BANIND,BANK OF INDIA,INE084A01016,Buy,1,83.50,0.74,0.00,0.00,TT,STT Paid,icicidirect,08-Aug-2023,NSE,
BANIND,BANK OF INDIA,INE084A01016,Sell,1,112.50,1.00,0.00,0.00,TT,STT Paid,icicidirect,04-Oct-2023,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Buy,1,353.60,3.13,0.01,0.00,TT,STT Paid,icicidirect,14-Aug-2023,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Buy,1,341.35,3.02,0.01,0.00,TT,STT Paid,icicidirect,04-Oct-2023,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Buy,1,335.00,2.97,0.01,0.00,TT,STT Paid,icicidirect,27-Oct-2023,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Sell,1,383.00,1.00,0.01,0.00,TT,STT Paid,icicidirect,10-Nov-2023,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Sell,1,413.00,1.07,0.01,0.00,TT,STT Paid,icicidirect,24-Nov-2023,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Sell,1,474.05,1.23,0.01,0.00,TT,STT Paid,icicidirect,11-Dec-2023,BSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Buy,1,348.95,0.91,0.01,0.00,TT,STT Paid,icicidirect,20-Aug-2024,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Buy,2,301.00,1.57,0.02,0.09,TT,STT Paid,icicidirect,05-Nov-2024,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Buy,5,292.95,3.81,0.05,0.22,TT,STT Paid,icicidirect,18-Nov-2024,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Buy,10,238.00,6.19,0.08,0.36,TT,STT Paid,icicidirect,03-Mar-2025,NSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Sell,1,366.35,0.95,0.01,0.00,TT,STT Paid,icicidirect,24-Dec-2025,BSE,
BHAPET,BHARAT PETROLEUM CORPN LTD,INE029A01011,Buy,1,358.00,0.93,0.01,0.05,TT,STT Paid,icicidirect,16-Jan-2026,NSE,
BHEL,BHARAT HEAVY ELECTRICALS LTD,INE257A01026,Buy,2,70.90,1.26,0.00,0.00,TT,STT Paid,icicidirect,10-Apr-2023,NSE,
BHEL,BHARAT HEAVY ELECTRICALS LTD,INE257A01026,Sell,1,79.50,0.70,0.00,0.00,TT,STT Paid,icicidirect,02-May-2023,NSE,
BHEL,BHARAT HEAVY ELECTRICALS LTD,INE257A01026,Sell,1,84.50,0.75,0.00,0.00,TT,STT Paid,icicidirect,03-May-2023,NSE,
BIOCON,BIOCON LIMITED,INE376G01013,Buy,5,350.60,15.52,0.05,0.00,Rolling,STT Paid,icicidirect,06-Apr-2022,BSE,
BIOCON,BIOCON LIMITED,INE376G01013,Sell,3,383.05,10.18,0.03,0.00,Rolling,STT Paid,icicidirect,26-Apr-2022,NSE,
BIOCON,BIOCON LIMITED,INE376G01013,Buy,2,312.50,5.54,0.02,0.00,Rolling,STT Paid,icicidirect,16-Aug-2022,NSE,
BIOCON,BIOCON LIMITED,INE376G01013,Buy,2,312.50,5.54,0.02,0.19,Rolling,STT Paid,icicidirect,16-Aug-2022,NSE,
BIOCON,BIOCON LIMITED,INE376G01013,Sell,1,347.55,0.90,0.01,0.00,TT,STT Paid,icicidirect,27-Jun-2024,BSE,
BIOCON,BIOCON LIMITED,INE376G01013,Sell,1,351.00,0.91,0.01,0.00,TT,STT Paid,icicidirect,18-Jul-2024,BSE,
BIOCON,BIOCON LIMITED,INE376G01013,Sell,1,399.70,1.04,0.02,0.00,TT,STT Paid,icicidirect,26-Dec-2025,BSE,
BODCHE,BODAL CHEMICALS LTD,INE338D01028,Buy,1,68.30,0.60,0.00,0.00,TT,STT Paid,icicidirect,03-Aug-2023,BSE,
BODCHE,BODAL CHEMICALS LTD,INE338D01028,Sell,1,81.84,0.72,0.00,0.00,TT,STT Paid,icicidirect,04-Oct-2023,BSE,
BODCHE,BODAL CHEMICALS LTD,INE338D01028,Buy,10,54.00,1.41,0.02,0.08,TT,STT Paid,icicidirect,29-Dec-2025,NSE,
BRIIND,BRITANNIA INDUSTRIES LTD,INE216A01030,Sell,1,3647.75,29.52,0.10,0.00,Rolling,STT Paid,icicidirect,10-Aug-2022,BSE,
BRIIND,BRITANNIA INDUSTRIES LTD,INE216A01030,Buy,1,3640.00,29.52,0.12,0.00,Rolling,STT Paid,icicidirect,10-Aug-2022,NSE,
CAMACT,CAMPUS ACTIVEWEAR LIMITED,INE278Y01022,Buy,51,292.00,0.00,0.00,0.00,Rolling,STT Paid,icicidirect,05-May-2022,NSE,
CAMACT,CAMPUS ACTIVEWEAR LIMITED,INE278Y01022,Sell,40,329.95,85.72,0.38,0.00,Rolling,STT Paid,icicidirect,12-May-2022,NSE,
CAMACT,CAMPUS ACTIVEWEAR LIMITED,INE278Y01022,Sell,4,418.10,14.81,0.05,0.00,Rolling,STT Paid,icicidirect,05-Aug-2022,NSE,
CAMACT,CAMPUS ACTIVEWEAR LIMITED,INE278Y01022,Buy,4,305.00,10.80,0.04,0.00,TT,STT Paid,icicidirect,25-Jul-2023,NSE,
CAMACT,CAMPUS ACTIVEWEAR LIMITED,INE278Y01022,Buy,2,309.00,5.47,0.02,0.00,TT,STT Paid,icicidirect,25-Jul-2023,NSE,
CAMACT,CAMPUS ACTIVEWEAR LIMITED,INE278Y01022,Buy,2,294.00,5.21,0.02,0.00,TT,STT Paid,icicidirect,02-Aug-2023,NSE,
CASIND,CASTROL INDIA LIMITED,INE172A01027,Buy,2,136.00,2.41,0.01,0.00,TT,STT Paid,icicidirect,27-Oct-2023,NSE,
CASIND,CASTROL INDIA LIMITED,INE172A01027,Sell,1,150.95,0.39,0.00,0.00,TT,STT Paid,icicidirect,20-Dec-2023,NSE,
CASIND,CASTROL INDIA LIMITED,INE172A01027,Sell,1,195.00,0.51,0.01,0.00,TT,STT Paid,icicidirect,01-Jan-2024,BSE,
CESC,CESC LIMITED,INE486A01021,Buy,1,92.00,0.81,0.00,0.00,Rolling,STT Paid,icicidirect,20-Sep-2021,NSE,
CESC,CESC LIMITED,INE486A01021,Buy,4,83.55,2.96,0.01,0.00,Rolling,STT Paid,icicidirect,27-Jan-2022,NSE,
CESC,CESC LIMITED,INE486A01021,Buy,5,63.90,2.83,0.01,0.00,TT,STT Paid,icicidirect,28-Mar-2023,NSE,
CESC,CESC LIMITED,INE486A01021,Sell,5,76.00,3.37,0.01,0.00,TT,STT Paid,icicidirect,19-Jul-2023,BSE,
CESC,CESC LIMITED,INE486A01021,Sell,3,91.97,0.72,0.01,0.00,TT,STT Paid,icicidirect,16-Nov-2023,BSE,
CESC,CESC LIMITED,INE486A01021,Sell,1,98.40,0.26,0.00,0.00,TT,STT Paid,icicidirect,21-Nov-2023,NSE,
CESC,CESC LIMITED,INE486A01021,Sell,1,122.99,0.32,0.00,0.00,TT,STT Paid,icicidirect,08-Dec-2023,BSE,
CIPLA,CIPLA LIMITED,INE059A01026,Buy,2,1506.00,7.84,0.10,0.45,TT,STT Paid,icicidirect,29-Dec-2025,NSE,
CIPLA,CIPLA LIMITED,INE059A01026,Buy,3,1379.60,10.77,0.13,0.71,TT,STT Paid,icicidirect,16-Jan-2026,NSE,
CITUNI,CITY UNION BANK LTD,INE491A01021,Buy,10,122.00,10.80,0.04,0.18,TT,STT Paid,icicidirect,21-Aug-2023,NSE,
CITUNI,CITY UNION BANK LTD,INE491A01021,Sell,4,144.85,1.51,0.02,0.00,TT,STT Paid,icicidirect,10-Nov-2023,BSE,
CITUNI,CITY UNION BANK LTD,INE491A01021,Sell,3,161.35,1.26,0.01,0.00,TT,STT Paid,icicidirect,15-Dec-2023,BSE,
CITUNI,CITY UNION BANK LTD,INE491A01021,Sell,1,294.00,0.77,0.01,0.00,TT,STT Paid,icicidirect,26-Dec-2025,BSE,
COLPAL,COLGATE-PALMOLIVE (INDIA) LTD,INE259A01022,Buy,1,1563.50,13.85,0.05,0.23,Rolling,STT Paid,icicidirect,16-Aug-2022,NSE,
COLPAL,COLGATE-PALMOLIVE (INDIA) LTD,INE259A01022,Sell,1,1644.35,14.56,0.05,0.00,TT,STT Paid,icicidirect,12-May-2023,BSE,
COLPAL,COLGATE-PALMOLIVE (INDIA) LTD,INE259A01022,Buy,5,2053.30,26.72,0.40,1.88,TT,STT Paid,icicidirect,31-Dec-2025,BSE,
CREGRA,CREDITACCESS GRAMEEN LIMITED,INE741K01010,Buy,1,1285.00,3.34,0.04,0.00,TT,STT Paid,icicidirect,10-Jul-2024,NSE,
CREGRA,CREDITACCESS GRAMEEN LIMITED,INE741K01010,Buy,1,997.50,2.60,0.03,0.15,TT,STT Paid,icicidirect,04-Nov-2024,NSE,
CREGRA,CREDITACCESS GRAMEEN LIMITED,INE741K01010,Buy,1,954.50,2.48,0.03,0.14,TT,STT Paid,icicidirect,05-Nov-2024,NSE,
CREGRA,CREDITACCESS GRAMEEN LIMITED,INE741K01010,Buy,2,922.00,4.80,0.06,0.00,TT,STT Paid,icicidirect,11-Nov-2024,NSE,
CROGR,CROMPTON GREAVES CONS ELEC LTD,INE299U01018,Buy,2,257.60,4.56,0.01,0.00,TT,STT Paid,icicidirect,28-Apr-2023,NSE,
CROGR,CROMPTON GREAVES CONS ELEC LTD,INE299U01018,Sell,1,296.00,2.62,0.01,0.00,TT,STT Paid,icicidirect,11-Jul-2023,BSE,
CROGR,CROMPTON GREAVES CONS ELEC LTD,INE299U01018,Sell,1,324.75,0.84,0.01,0.00,TT,STT Paid,icicidirect,11-Jan-2024,BSE,
DABIND,DABUR INDIA LTD,INE016A01026,Buy,1,616.40,5.46,0.01,0.00,Rolling,STT Paid,icicidirect,12-Oct-2021,NSE,
DABIND,DABUR INDIA LTD,INE016A01026,Buy,1,592.60,5.25,0.01,0.00,Rolling,STT Paid,icicidirect,20-Oct-2021,NSE,
DABIND,DABUR INDIA LTD,INE016A01026,Buy,2,530.55,9.40,0.03,0.00,Rolling,STT Paid,icicidirect,27-Jan-2022,NSE,
DABIND,DABUR INDIA LTD,INE016A01026,Buy,2,510.25,9.04,0.03,0.00,Rolling,STT Paid,icicidirect,18-May-2022,NSE,
DABIND,DABUR INDIA LTD,INE016A01026,Buy,2,510.85,9.05,0.03,0.00,Rolling,STT Paid,icicidirect,18-May-2022,NSE,
DABIND,DABUR INDIA LTD,INE016A01026,Sell,4,576.45,20.42,0.08,0.00,Rolling,STT Paid,icicidirect,05-Aug-2022,NSE,
DABIND,DABUR INDIA LTD,INE016A01026,Buy,4,520.00,18.42,0.06,0.00,TT,STT Paid,icicidirect,19-Apr-2023,NSE,
DABIND,DABUR INDIA LTD,INE016A01026,Sell,2,555.00,9.83,0.03,0.00,TT,STT Paid,icicidirect,31-May-2023,BSE,
DABIND,DABUR INDIA LTD,INE016A01026,Sell,2,565.00,10.01,0.03,0.00,TT,STT Paid,icicidirect,15-Jun-2023,BSE,
DABIND,DABUR INDIA LTD,INE016A01026,Sell,2,570.00,10.09,0.03,0.00,TT,STT Paid,icicidirect,15-Jun-2023,BSE,
DABIND,DABUR INDIA LTD,INE016A01026,Sell,2,585.00,10.36,0.04,0.00,TT,STT Paid,icicidirect,04-Jul-2023,NSE,
DABIND,DABUR INDIA LTD,INE016A01026,Buy,4,527.25,18.68,0.07,0.00,TT,STT Paid,icicidirect,19-Oct-2023,NSE,
DABIND,DABUR INDIA LTD,INE016A01026,Buy,9,517.90,37.20,0.15,0.87,TT,STT Paid,icicidirect,26-Oct-2023,NSE,
DABIND,DABUR INDIA LTD,INE016A01026,Buy,1,517.90,4.13,0.02,0.00,TT,STT Paid,icicidirect,26-Oct-2023,NSE,
DABIND,DABUR INDIA LTD,INE016A01026,Buy,3,510.00,13.55,0.05,0.00,TT,STT Paid,icicidirect,27-Oct-2023,NSE,
DABIND,DABUR INDIA LTD,INE016A01026,Sell,4,540.00,5.62,0.06,0.00,TT,STT Paid,icicidirect,17-Nov-2023,BSE,
DABIND,DABUR INDIA LTD,INE016A01026,Sell,4,555.00,5.77,0.06,0.00,TT,STT Paid,icicidirect,08-Dec-2023,BSE,
DABIND,DABUR INDIA LTD,INE016A01026,Buy,12,506.25,15.80,0.17,2.00,TT,STT Paid,icicidirect,05-Apr-2024,BSE,
DABIND,DABUR INDIA LTD,INE016A01026,Buy,8,506.30,10.54,0.11,0.00,TT,STT Paid,icicidirect,05-Apr-2024,BSE,
DABIND,DABUR INDIA LTD,INE016A01026,Sell,4,525.40,5.47,0.06,0.00,TT,STT Paid,icicidirect,03-May-2024,BSE,
DABIND,DABUR INDIA LTD,INE016A01026,Sell,4,525.30,5.47,0.06,0.00,TT,STT Paid,icicidirect,03-May-2024,BSE,
DABIND,DABUR INDIA LTD,INE016A01026,Sell,5,552.50,7.19,0.08,0.00,TT,STT Paid,icicidirect,07-May-2024,BSE,
DABIND,DABUR INDIA LTD,INE016A01026,Sell,1,578.00,1.50,0.02,0.00,TT,STT Paid,icicidirect,28-May-2024,BSE,
DABIND,DABUR INDIA LTD,INE016A01026,Sell,1,590.10,1.53,0.02,0.00,TT,STT Paid,icicidirect,24-Jun-2024,BSE,
DABIND,DABUR INDIA LTD,INE016A01026,Sell,1,620.45,1.61,0.02,0.00,TT,STT Paid,icicidirect,09-Jul-2024,BSE,
DABIND,DABUR INDIA LTD,INE016A01026,Sell,3,639.95,4.99,0.05,0.00,TT,STT Paid,icicidirect,02-Aug-2024,BSE,
DABIND,DABUR INDIA LTD,INE016A01026,Buy,30,511.35,39.91,0.49,1.90,TT,STT Paid,icicidirect,13-Nov-2024,NSE,
DABIND,DABUR INDIA LTD,INE016A01026,Buy,10,493.00,12.83,0.16,0.28,TT,STT Paid,icicidirect,03-Mar-2025,NSE,
DABIND,DABUR INDIA LTD,INE016A01026,Buy,2,471.70,2.46,0.04,0.00,TT,STT Paid,icicidirect,03-Apr-2025,BSE,
DABIND,DABUR INDIA LTD,INE016A01026,Buy,20,472.50,24.59,0.30,2.00,TT,STT Paid,icicidirect,03-Apr-2025,NSE,
DABIND,DABUR INDIA LTD,INE016A01026,Sell,1,518.00,1.35,0.02,0.00,TT,STT Paid,icicidirect,08-Jan-2026,NSE,
DCB,DCB BANK LIMITED,INE503A01015,Buy,2,105.40,1.87,0.01,0.00,Rolling,STT Paid,icicidirect,27-May-2021,BSE,
DCB,DCB BANK LIMITED,INE503A01015,Sell,2,84.45,1.50,0.00,0.00,Rolling,STT Paid,icicidirect,13-May-2022,NSE,
DELCOR,DELTA CORP LIMITED,INE124G01033,Buy,3,128.55,3.42,0.01,0.00,TT,STT Paid,icicidirect,19-Oct-2023,NSE,
DELCOR,DELTA CORP LIMITED,INE124G01033,Sell,1,145.00,0.38,0.00,0.00,TT,STT Paid,icicidirect,01-Dec-2023,BSE,
DELCOR,DELTA CORP LIMITED,INE124G01033,Buy,5,116.75,1.52,0.02,0.00,TT,STT Paid,icicidirect,13-May-2024,NSE,
DELCOR,DELTA CORP LIMITED,INE124G01033,Sell,1,140.00,0.36,0.00,0.00,TT,STT Paid,icicidirect,10-Jul-2024,BSE,
DELCOR,DELTA CORP LIMITED,INE124G01033,Buy,2,117.90,0.61,0.01,0.04,TT,STT Paid,icicidirect,04-Nov-2024,NSE,
DELCOR,DELTA CORP LIMITED,INE124G01033,Buy,3,70.72,0.55,0.01,0.03,TT,STT Paid,icicidirect,26-Dec-2025,BSE,
DELCOR,DELTA CORP LIMITED,INE124G01033,Buy,4,67.90,0.71,0.01,0.04,TT,STT Paid,icicidirect,20-Jan-2026,NSE,
DHASUG,DHAMPUR SUGAR MILLS LTD,INE041A01016,Buy,3,212.20,5.64,0.01,0.00,TT,STT Paid,icicidirect,31-Jan-2023,NSE,
DHASUG,DHAMPUR SUGAR MILLS LTD,INE041A01016,Sell,1,248.00,2.20,0.01,0.00,TT,STT Paid,icicidirect,17-Apr-2023,NSE,
DHASUG,DHAMPUR SUGAR MILLS LTD,INE041A01016,Sell,1,266.00,2.36,0.01,0.00,TT,STT Paid,icicidirect,08-May-2023,NSE,
