Stock Symbol,Company Name,ISIN Code,Qty,Average Cost Price,Current Market Price,% Change over prev close,Value At Cost,Value At Market Price,Realized Profit / Loss,Unrealized Profit/Loss,Unrealized Profit/Loss %,
HDFGOL,HDFC GOLD ETF,INF179KC1981,3,135.45,131.16,+ 0.66,406.35,393.48,(9763.26),-12.87,(3.17),
HDFSIL,HDFC SILVER ETF,INF179KC1DI2,2,288.35,227.23,- 2.14,576.70,454.46,(101.05),-122.24,(21.20),
HDFSTA,HDFC LIFE INSURANCE COM LTD,INE795G01014,1,595.45,703.90,+ 1.02,595.45,703.90,142.94,108.45,18.21,
HERHON,HERO MOTOCORP LIMITED,INE158A01026,0,0.00,5492.00,- 1.65,0.00,0.00,2633.38,0.00,0.00,
HINCOP,HINDUSTAN COPPER LIMITED,INE531E01026,0,0.00,574.40,- 2.92,0.00,0.00,160.18,0.00,0.00,
HINDAL,HINDALCO INDUSTRIES LIMITED,INE038A01020,0,0.00,907.45,- 0.17,0.00,0.00,892.21,0.00,0.00,
HINOIL,HINDUSTAN OIL EXPLORATION CO,INE345A01011,2,141.86,130.11,- 8.29,283.72,260.22,46.45,-23.50,(8.28),
HINPET,HINDUSTAN PETROLEUM CORP,INE094A01015,0,0.00,452.05,+ 0.41,0.00,0.00,275.81,0.00,0.00,
HUDCO,HOUSING URBAN DEV CO LTD HUDCO,INE031A01017,0,0.00,196.69,+ 0.47,0.00,0.00,69.80,0.00,0.00,
ICI100,ICICI PRUDENTIAL NIFTY 100 ETF,INF109KC16V9,10,29.73,29.19,+ 0.45,297.30,291.90,0.00,-5.40,(1.82),
ICIBAN,ICICI BANK LIMITED,INE090A01021,0,0.00,1411.60,- 0.21,0.00,0.00,417.93,0.00,0.00,
ICIGOL,ICICI PRUDENTIAL GOLD ETF,INF109KC1NT3,1,126.68,131.63,+ 0.77,126.68,131.63,(44.86),4.95,3.91,
ICINIF,ICICI PRUDENTIAL NIFTY 50 ETF,INF109K012R6,5,293.83,289.50,+ 0.73,1469.15,1447.50,0.00,-21.65,(1.47),
IDBI,IDBI BANK LIMITED,INE008A01015,0,0.00,111.88,+ 1.02,0.00,0.00,7.45,0.00,0.00,
IDFBAN,IDFC FIRST BANK LIMITED,INE092T01019,2,53.69,82.91,+ 1.68,107.38,165.82,270.18,58.44,54.42,
INDBA,INDUSIND BANK LIMITED,INE095A01012,5,1062.44,931.90,+ 0.63,5312.20,4659.50,0.00,-652.70,(12.29),
INDGAS,INDRAPRASHTHA GAS LTD,INE203G01027,46,177.54,171.20,+ 2.82,8166.84,7875.20,286.46,-291.64,(3.57),
INDLTD,INDEGENE LTD,INE065X01017,0,0.00,477.15,+ 0.52,0.00,0.00,117.69,0.00,0.00,
INDOIL,INDIAN OIL CORPORATION LIMITED,INE242A01010,0,0.00,175.15,- 0.92,0.00,0.00,397.20,0.00,0.00,
INDPES,INDIA PESTICIDES LIMITED,INE0D6701023,17,185.42,162.38,- 2.42,3152.14,2760.46,(81.40),-391.68,(12.43),
INDR,INDIAN RAILWAY FIN CORP LTD,INE053F01010,0,0.00,113.18,+ 1.56,0.00,0.00,139.27,0.00,0.00,
INDREN,INDIAN RENEW. ENG.DEV. AGY LTD,INE202E01016,2,32.00,127.07,+ 2.84,64.00,254.14,40280.03,190.14,297.09,
INFTEC,INFOSYS LTD,INE009A01021,1,1758.43,1365.60,- 0.26,1758.43,1365.60,0.00,-392.83,(22.34),
INTAVI,INTERGLOBE AVIATION LIMITED,INE646L01027,2,4955.46,4940.80,+ 0.24,9910.92,9881.60,0.00,-29.32,(0.30),
IRMENE,IRM ENERGY LIMITED,INE07U701015,9,481.61,243.46,- 0.90,4334.49,2191.14,(302.39),-2143.35,(49.45),
ITC,ITC LIMITED,INE154A01025,3,331.72,317.95,+ 1.34,995.16,953.85,(4193.94),-41.31,(4.15),
JIOFIN,JIO FINANCIAL SERVICES LIMITED,INE758E01017,2,219.31,262.55,- 0.53,438.62,525.10,650.54,86.48,19.72,
JSWENE,JSW ENERGY LIMITED,INE121E01018,1,443.23,489.95,+ 3.21,443.23,489.95,0.00,46.72,10.54,
KALJEW,KALYAN JEWELLERS INDIA LIMITED,INE303R01014,0,0.00,427.05,+ 2.15,0.00,0.00,41.47,0.00,0.00,
KIRIDY,KIRI INDUSTRIES LIMITED,INE415I01015,0,0.00,452.40,- 1.17,0.00,0.00,110.32,0.00,0.00,
KOTGOL,KOTAK  GOLD ETF,INF174KA1HJ8,30,131.16,127.77,+ 0.29,3934.80,3833.10,15892.49,-101.70,(2.58),
KOTMAH,KOTAK MAHINDRA BANK LTD,INE237A01036,2,356.28,425.60,+ 1.18,712.56,851.20,437.05,138.64,19.46,
KOTSIL,Kotak Silver ETF,INF174KA1KU9,0,0.00,229.41,- 2.58,0.00,0.00,(977.68),0.00,0.00,
KROLAB,KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,0,0.00,121.80,- 0.46,0.00,0.00,37.07,0.00,0.00,
LIC,LIFE INSURANCE CORP OF IND LIC,INE0J1Y01017,0,0.00,869.15,+ 0.78,0.00,0.00,68.22,0.00,0.00,
MADCOP,MADHAV COPPER LIMITED,INE813V01022,2,65.13,67.49,- 1.99,130.26,134.98,0.00,4.72,3.62,
MAHGAS,MAHANAGAR GAS LIMITED,INE002S01010,1,1084.40,1105.10,- 0.18,1084.40,1105.10,0.00,20.70,1.91,
MAHLO,MAHINDRA LOGISTICS LIMITED,INE766P01016,0,0.00,403.55,+ 0.30,0.00,0.00,57.04,0.00,0.00,
MANAFI,MANAPPURAM FINANCE LIMITED,INE522D01027,0,0.00,303.75,+ 0.36,0.00,0.00,1001.30,0.00,0.00,
MOTGTF,MOTILAL OSWAL GOLD ETF,INF247L01FY4,5,142.19,151.50,- 0.07,710.95,757.50,42.87,46.55,6.55,
MOTSIL,MOTILAL OSWAL SILVER ETF,INF247L01FZ1,8,245.57,235.25,- 1.89,1964.56,1882.00,(6.15),-82.56,(4.20),
MOTSU,MOTHERSON SUMI WIRING IND LTD,INE0FS801015,5,47.09,42.63,- 0.37,235.45,213.15,4.02,-22.30,(9.47),
MOTSUM,SAMVARDHANA MOTHERSON INT LTD,INE775A01035,0,0.00,132.31,+ 0.80,0.00,0.00,148.59,0.00,0.00,
NAVCOR,NAVKAR CORPORATION LIMITED,INE278M01019,0,0.00,96.66,- 1.06,0.00,0.00,22.19,0.00,0.00,
NBCC,NBCC (INDIA) LIMITED,INE095N01031,4,108.73,99.81,+ 1.76,434.92,399.24,0.00,-35.68,(8.20),
NIFBEE,NIPPON INDIA ETF NIFTY 50 BEES,INF204KB14I2,16,289.71,290.76,+ 0.65,4635.36,4652.16,165.94,16.80,0.36,
NIPSIL,NIPPON INDIA SILVER ETF,INF204KC1402,2,350.60,227.34,- 2.25,701.20,454.68,(3881.61),-246.52,(35.16),
NIVMER,STARTECK FINANCE LIMITED,INE992I01013,0,0.00,272.70,- 0.18,0.00,0.00,(71.74),0.00,0.00,
NMDSTE,NMDC STEEL LIMITED,INE0NNS01018,0,0.00,40.40,+ 0.10,0.00,0.00,8.69,0.00,0.00,
NTPC,NTPC LIMITED,INE733E01010,3,325.00,369.10,+ 1.68,975.00,1107.30,0.00,132.30,13.57,
ONGC,OIL AND NATURAL GAS CORPORATIO,INE213A01029,2,235.18,271.55,+ 1.55,470.36,543.10,204.59,72.74,15.46,
PARDEF,PARAS DEFENCE AND SPACE TECH,INE045601023,4,643.94,633.30,- 0.98,2575.76,2533.20,296.46,-42.56,(1.65),
PARMIL,PARAG MILK FOODS LIMITED,INE883N01014,0,0.00,216.25,- 2.57,0.00,0.00,7.60,0.00,0.00,
PARPHA,PARMAX PHARMA LIMITED,INE240T01014,0,0.00,31.62,- 1.19,0.00,0.00,86.44,0.00,0.00,
PARPHO,PARADEEP PHOSPHATES LIMITED,INE088F01024,0,0.00,121.64,- 0.90,0.00,0.00,8.83,0.00,0.00,
PCJEW,PC JEWELLER LIMITED,INE785M01021,8,11.23,9.93,- 0.80,89.84,79.44,61.00,-10.40,(11.58),
PIDIND,PIDILITE INDUSTRIES LTD,INE318A01026,0,0.00,1487.30,+ 0.54,0.00,0.00,547.33,0.00,0.00,
PLAWIR,PLAZA WIRES LIMITED,INE0INJ01017,35,54.19,39.81,- 0.60,1896.65,1393.35,(42.43),-503.30,(26.54),
POPVEH,POPULAR VEHICLES AND SERV LTD,INE772T01024,8,140.58,103.08,- 2.74,1124.64,824.64,0.00,-300.00,(26.68),
POWINF,POWERGRID INFRA. INVEST. TRUST,INE0GGX23010,2,76.00,89.95,- 1.09,152.00,179.90,37.04,27.90,18.36,
PUNBAN,PUNJAB NATIONAL BANK,INE160A01022,0,0.00,120.57,+ 1.52,0.00,0.00,45.92,0.00,0.00,
RAJEXP,RAJESH EXPORTS LIMITED,INE343B01030,12,234.10,169.03,- 5.00,2809.20,2028.36,(1170.99),-780.84,(27.80),
REFIND,REFEX INDUSTRIES LIMITED,INE056I01025,0,0.00,233.50,+ 0.49,0.00,0.00,47.42,0.00,0.00,
RELIND,RELIANCE INDUSTRIES,INE002A01018,9,1463.20,1437.10,+ 1.23,13168.80,12933.90,188.50,-234.90,(1.78),
RELNIP,NIPPON LIFE IND ASSET MANAGEME,INE298J01013,0,0.00,923.70,+ 1.24,0.00,0.00,396.44,0.00,0.00,
RKSWA,R K SWAMY LIMITED,INE0NQ801033,3,242.27,107.41,+ 0.64,726.81,322.23,0.00,-404.58,(55.67),
SAIL,STEEL AUTHORITY OF INDIA LTD,INE114A01011,5,150.82,159.58,+ 0.19,754.10,797.90,54.07,43.80,5.81,
SBICAR,SBI CARDS AND PAYMENT SERV LTD,INE018E01016,7,689.37,772.20,+ 1.51,4825.59,5405.40,352.74,579.81,12.02,
SBIGOL,SBI-ETF GOLD,INF200KA16D8,1,117.08,131.04,+ 0.74,117.08,131.04,70.04,13.96,11.92,
SBISIL,SBI SILVER ETF,INF200KB1217,3,261.02,232.40,- 2.28,783.06,697.20,3048.49,-85.86,(10.96),
SHACRO,SHARDA CROPCHEM LIMITED,INE221J01015,0,0.00,1231.20,- 1.97,0.00,0.00,419.88,0.00,0.00,
SRERAY,TGV SRAAC LIMITED,INE284B01028,3,82.22,87.68,- 0.70,246.66,263.04,122.39,16.38,6.64,
STABAN,STATE BANK OF INDIA,INE062A01020,0,0.00,1208.10,+ 0.79,0.00,0.00,561.52,0.00,0.00,
SULVIN,SULA VINEYARDS LIMITED,INE142Q01026,0,0.00,176.32,- 1.32,0.00,0.00,(527.86),0.00,0.00,
SUNPHA,SUN PHARMACEUTICAL INDUSTRIES,INE044A01036,7,1643.50,1700.50,+ 0.18,11504.50,11903.50,0.00,399.00,3.47,
TATCAP,TATA CAPITAL LIMITED,INE976I01016,4,326.00,356.65,+ 0.95,1304.00,1426.60,367.12,122.60,9.40,
TATMOT,TATA MOTORS PAX VEHICLES LTD,INE155A01022,9,360.97,377.25,- 0.79,3248.73,3395.25,0.00,146.52,4.51,
TATSTE,TATA STEEL LIMITED,INE081A01020,1,173.30,205.81,+ 1.29,173.30,205.81,0.00,32.51,18.76,
TCM,TCM LTD,INE034F01010,0,0.00,50.35,- 5.00,0.00,0.00,34.37,0.00,0.00,
TITIND,TITAN COMPANY LIMITED,INE280A01028,1,4032.99,4181.10,+ 0.05,4032.99,4181.10,0.00,148.11,3.67,
TRILTD,TRIDENT LTD,INE064C01022,25,27.26,26.40,- 1.05,681.50,660.00,49.42,-21.50,(3.15),
TUTALK,TUTICORIN ALKALI CHEMICALS & F,INE400A01014,5,53.71,53.41,- 3.99,268.55,267.05,14.86,-1.50,(0.56),
UDACEM,UDAIPUR CEMENT WORKS LIMITED,INE225C01029,0,0.00,36.23, 0.00,0.00,0.00,29.06,0.00,0.00,
UDAINF,UDAYSHIVAKUMAR INFRA LIMITED,INE0N0Y01013,5,23.57,21.08,- 1.13,117.85,105.40,70.67,-12.45,(10.56),
VAIGLO,VAIBHAV GLOBAL LIMITED,INE884A01027,10,243.33,246.14,- 2.80,2433.30,2461.40,40.59,28.10,1.15,
VEDLIM,VEDANTA LIMITED,INE205A01025,0,0.00,679.80,+ 0.91,0.00,0.00,381.19,0.00,0.00,
VRAIRO,VRAJ IRON AND STEEL LIMITED,INE0S2V01010,0,0.00,128.73,+ 0.12,0.00,0.00,(921.73),0.00,0.00,
WIPRO,WIPRO LTD,INE075A01022,18,233.35,213.26,- 0.39,4200.30,3838.68,(1425.70),-361.62,(8.61),
ZEROSE,ZERODHA SILVER ETF,INF0R8F01091,2,37.87,24.14,- 2.19,75.74,48.28,(1192.21),-27.46,(36.26),
ZOMLIM,ETERNAL LIMITED,INE758T01015,0,0.00,286.60,+ 0.49,0.00,0.00,180.46,0.00,0.00,
